Module,Theta_i,Theta_r,Phi_r,Angular_Deviation,L,a,b,Hue,Chroma,total_brdf,lobe_specular,lobe_forward_scatter,lobe_backscatter,lobe_residual
9,45,50.0,129.0,37.3063099199,39.9499388383,4.9026587662,-9.99610088678,296.125969906,11.1336470178,0.128132844004,False,True,False,False
9,45,10.0,309.0,51.7501880729,40.2211627266,3.04505380021,-8.47408588791,289.765247626,9.00458129408,0.12615678725,False,False,True,False
9,45,70.0,85.0,79.4010700007,24.5819850278,8.24293816711,-10.8956473043,307.108779572,13.6623994894,0.0546517176328,False,False,True,False
9,45,80.0,140.0,48.9867334471,23.4397853261,9.11930314763,-12.0481725091,307.122204046,15.110266401,0.0519541189929,False,False,True,False
9,45,36.0,180.0,9.0,75.5141298352,18.6510429594,-55.5480127819,288.560216074,58.595589659,0.753183887089,True,False,False,False
9,45,30.0,80.0,56.565829601,39.5005575107,3.45458369992,-8.01727430369,293.310849622,8.72988177471,0.121378934704,False,False,True,False
9,45,50.0,206.0,19.7164131298,41.3567432754,7.2798997613,-15.7141414407,294.85690268,17.31852135,0.148362552462,False,True,False,False
9,45,40.0,150.0,20.7232310549,46.014815739,6.59414353,-18.1004456756,290.01710467,19.264186008,0.188411258746,False,True,False,False
9,45,46.0,169.0,7.90296008648,60.6571032041,17.8849418995,-44.7097287964,291.802569882,48.1542417218,0.436404505992,True,False,False,False
9,45,30.0,0.0,75.0,38.9504217215,3.45745966844,-8.98261770081,291.051993895,9.62504275927,0.117982256181,False,False,True,False
9,45,20.0,277.0,50.5807896986,37.2448947714,3.94312012537,-8.63462580192,294.544458836,9.49236319692,0.109337718617,False,False,True,False
9,45,30.0,140.0,27.9679525505,43.8771475001,4.65741599026,-14.3843762565,287.94106977,15.1195834597,0.162884279841,False,True,False,False
9,45,40.0,186.0,6.43236585734,70.576411108,18.5513784613,-51.9247629582,289.660498192,55.1392296925,0.635525276344,True,False,False,False
9,45,80.0,40.0,114.246185632,15.427015652,14.1338451591,-15.5576904911,312.254507813,21.0192129347,0.0324134912451,False,False,False,True
9,45,54.0,180.0,9.0,57.8554613952,19.0751864223,-42.2328971657,294.307101641,46.3409143204,0.388712348238,True,False,False,False
9,45,40.0,105.0,48.7524612623,39.0388404378,4.25732954585,-9.0448795821,295.205872005,9.99673454267,0.120672962542,False,False,True,False
9,45,60.0,68.0,82.8680601438,28.0111858888,6.65872778826,-9.32857909797,305.519197285,11.4612845591,0.0658730361699,False,False,True,False
9,45,80.0,170.0,36.0432855024,25.790849221,9.77842329076,-13.914180353,305.098273267,17.0065274806,0.0624820155559,False,True,False,False
9,45,80.0,190.0,36.0432855024,25.4790617743,9.81114442286,-13.8299339662,305.352411139,16.9565806811,0.0610910220082,False,True,False,False
9,45,70.0,0.0,115.0,15.4757337644,13.8710995416,-15.3556047343,312.09228762,20.6930422909,0.0324109195567,False,False,False,True
9,45,38.0,188.0,8.76957946711,63.1418236616,16.2407290045,-47.2661101508,288.962822746,49.9784598341,0.484120861229,True,False,False,False
9,45,40.0,75.0,64.9102809917,37.1981757017,3.88418636411,-7.53005975141,297.285774738,8.4728214646,0.107339456558,False,False,True,False
9,45,70.0,180.0,25.0,38.9921068872,10.135411658,-18.3648747029,298.893916872,20.9760623648,0.137338996389,False,True,False,False
9,45,80.0,130.0,55.2217291688,22.4678475019,9.36545780939,-12.0149701957,307.935787879,15.2338868573,0.0485406963491,False,False,True,False
9,45,40.0,189.0,7.86266721427,62.6695861986,16.7888361651,-46.7091044035,289.770158003,49.6347202465,0.476020395755,True,False,False,False
9,45,42.0,167.0,9.42429674207,59.3968286553,15.6257043578,-42.1157761969,290.355752334,44.9210556571,0.408608977227,True,False,False,False
9,45,70.0,191.0,26.6069739394,37.0581385606,9.13082897704,-15.699823777,300.181768548,18.1619521097,0.120268268638,False,True,False,False
9,45,52.0,185.0,7.93479679678,59.0281172038,19.4524877917,-44.1350434154,293.785450979,48.2317461696,0.412653478295,True,False,False,False
9,45,60.0,135.0,38.1342444432,37.8741162496,5.42200672072,-9.76667910995,299.03700087,11.1707733714,0.115175341698,False,True,False,False
9,45,70.0,127.0,50.0791625746,31.4804909198,6.54489445725,-9.86083421073,303.573273486,11.8351888362,0.0815557756735,False,False,True,False
9,45,30.0,220.0,27.9679525505,40.9808747169,4.96577791887,-13.126196092,290.722157148,14.0341004053,0.140071014635,False,True,False,False
9,45,30.0,240.0,37.8939325841,36.8764790853,4.87087117316,-10.3282273436,295.248924107,11.4191797449,0.109952852643,False,True,False,False
9,45,10.0,257.0,43.6154824426,40.5361654446,3.21269690398,-9.30112575323,289.055397123,9.84034357501,0.129949172428,False,True,False,False
9,45,60.0,202.0,22.8779299329,38.3539375616,7.50686256686,-13.7775499342,298.584284878,15.6899288649,0.125156232579,False,True,False,False
9,45,40.0,180.0,5.0,265.324359859,6.07629529452,2.04719636757,18.6194542249,6.41189343904,14.4370837336,True,False,False,False
9,45,20.0,0.0,65.0,40.2808773898,3.61452606495,-8.36174052481,293.377359788,9.10952815893,0.126301874304,False,False,True,False
9,45,30.0,160.0,19.1603115075,49.8421897637,6.82343931255,-25.0990287993,285.208894478,26.0100090489,0.238326054367,False,True,False,False
9,45,38.0,172.0,8.76957946711,69.184677018,17.9114409173,-52.6501376966,288.788171762,55.6134580403,0.613583052676,True,False,False,False
9,45,40.0,168.0,9.50806588145,61.4823682766,15.9854413173,-45.4152259623,289.391262293,48.1464129849,0.450865957243,True,False,False,False
9,45,20.0,249.0,41.3114315612,38.5435125151,4.11601205656,-9.81876927833,292.743351602,10.6465856213,0.11871991428,False,True,False,False
9,45,80.0,50.0,108.955063972,15.5463691708,13.822108859,-15.3812402621,311.943949212,20.6792950873,0.032654261206,False,False,False,True
9,45,70.0,159.0,30.4383877958,35.9642457003,7.56886380823,-13.0025961752,300.203857907,15.0451057372,0.1094508481,False,True,False,False
9,45,50.0,170.0,8.89793748053,57.3537829921,16.5598738922,-39.516915114,292.736504012,42.8464234616,0.371486246025,True,False,False,False
9,45,70.0,42.0,104.592784921,17.2391334971,12.3263407834,-14.4682561551,310.429589634,19.007080609,0.0357878911568,False,False,False,True
9,45,70.0,32.0,108.762850627,16.3540666132,12.9113268287,-14.8348752312,311.034226676,19.6666185096,0.0339740282567,False,False,False,True
9,45,80.0,180.0,35.0,25.9937745358,10.2542815284,-14.6442788058,305.000648758,17.8775051784,0.0639841930043,False,True,False,False
9,45,50.0,77.0,70.5691427823,34.15223832,4.92040145751,-8.18745996406,301.004520322,9.55221708119,0.0919919473368,False,False,True,False
9,45,80.0,160.0,38.9990731166,24.8418111516,9.33064846124,-12.743250671,306.211706267,15.7940317327,0.0574556226426,False,True,False,False
9,45,20.0,332.0,63.1968396723,38.5957479998,3.84544039476,-8.79878504188,293.607358148,9.60239709879,0.116502040965,False,False,True,False
9,45,52.0,183.0,7.35029663505,61.9307298301,21.6099734827,-48.0687002394,294.206983932,52.7028547294,0.471854936721,True,False,False,False
9,45,80.0,120.0,61.9027251564,21.9641983084,10.0731514941,-12.4330984458,309.013988203,16.0015723598,0.0477226650062,False,False,True,False
9,45,60.0,191.0,17.3165581776,44.7303250979,10.8172747397,-22.1862101305,295.992357771,24.6828149275,0.187348492214,False,True,False,False
9,45,50.0,141.0,28.8981432904,42.0153720435,5.46854250602,-12.0016537674,294.496338519,13.1888077661,0.145494052426,False,True,False,False
9,45,44.0,169.0,7.76820045116,62.1885196091,17.8161440863,-46.3162408547,291.039887506,49.6246829412,0.465949581055,True,False,False,False
9,45,48.0,169.0,8.51584986038,58.9789093617,17.2245202034,-41.970790793,292.312905013,45.367734967,0.403043028451,True,False,False,False
9,45,50.0,103.0,54.804377047,36.7611374991,4.67142456363,-8.55076794723,298.648502534,9.74360507929,0.106499046445,False,False,True,False
9,45,10.0,154.0,36.2228036908,42.9692684465,3.30904966583,-11.942996378,285.486472674,12.3929404169,0.151107753012,False,True,False,False
9,45,50.0,190.0,8.89793748053,54.3756804613,15.6838424293,-36.7517509849,293.110409171,39.9584047955,0.324499826252,True,False,False,False
9,45,50.0,26.0,91.8529811915,30.8847163736,6.01128673211,-8.99254478388,303.761717137,10.8167199218,0.077364934103,False,False,False,True
9,45,38.0,178.0,7.12359413004,96.5288400687,16.3908181182,-46.9056253787,289.26158384,49.6869863319,1.22551027691,True,False,False,False
9,45,54.0,178.0,9.12675099523,57.7426026324,18.3047315601,-41.3904514406,293.857184015,45.2574045648,0.384174070602,True,False,False,False
9,45,80.0,10.0,124.263321561,14.8931696737,13.7188919901,-15.3840949994,311.725243699,20.6125781111,0.0307856000944,False,False,False,True
9,45,30.0,180.0,15.0,58.2025509996,10.7489891541,-39.1988521686,285.334531121,40.6459195882,0.378560336204,False,True,False,False
9,45,40.0,174.0,6.43236585734,85.0276242696,18.0360935553,-49.8274722458,289.898780412,52.9912979757,0.936814477732,True,False,False,False
9,45,52.0,177.0,7.35029663505,61.2711257596,21.0182526102,-46.7778988326,294.195344209,51.2829285628,0.455958144613,True,False,False,False
9,45,60.0,56.0,89.3629110733,26.2927794691,7.1343958947,-9.7992826879,306.056598062,12.1212848321,0.0596630580897,False,False,True,False
9,45,54.0,175.0,9.76507277847,56.6265509722,17.6504739661,-39.3137187586,294.178399494,43.0941726206,0.363245383884,True,False,False,False
9,45,80.0,350.0,124.263321561,15.3742856846,13.972889393,-15.5598253265,311.924178137,20.9129099405,0.0323515461047,False,False,False,True
9,45,50.0,193.0,10.7925529911,51.0500613165,13.217585199,-31.2165495336,292.948574529,33.8995209888,0.269653480582,True,False,False,False
9,45,40.0,210.0,20.7232310549,42.3304096002,6.26582393534,-15.9497662577,291.447251897,17.1363821521,0.155171078072,False,True,False,False
9,45,50.0,167.0,10.7925529911,54.4045180988,14.3126084687,-34.748934476,292.386089413,37.5811017453,0.317785599476,True,False,False,False
9,45,70.0,201.0,30.4383877958,32.5052839154,7.76175352877,-12.2010553107,302.462653603,14.460655882,0.0897500678442,False,True,False,False
9,45,80.0,80.0,89.8931190934,17.1798444119,12.3996710715,-14.4386314783,310.655468838,19.0322337535,0.0356886451819,False,False,True,False
9,45,80.0,60.0,103.026066449,15.5368275902,13.6218390936,-15.2420679692,311.787165486,20.4419944299,0.0323821319988,False,False,False,True
9,45,20.0,222.0,32.4148834008,41.4459476039,3.82835721848,-12.0774143852,287.587825587,12.669658923,0.140854861188,False,True,False,False
9,45,30.0,200.0,19.1603115075,47.4881788442,6.37303516039,-22.0933474782,286.090706595,22.9941640411,0.209208472167,False,True,False,False
9,45,46.0,166.0,10.0227866746,56.5585063376,14.7799278387,-37.5027994922,291.509498327,40.3101257338,0.353173788207,True,False,False,False
9,45,80.0,200.0,38.9990731166,23.2500936168,10.1083983502,-13.1188132093,307.615218299,16.5614907912,0.0525924026438,False,True,False,False
9,45,80.0,150.0,43.4598192433,24.12803324,9.02411573895,-12.0864766719,306.746090613,15.0836859955,0.054334486648,False,True,False,False
9,45,40.0,15.0,84.108606568,36.2568327572,4.27124531012,-9.94578425595,293.241241738,10.8241471241,0.103785287017,False,False,True,False
9,45,52.0,180.0,7.0,61.5293202926,21.0615715786,-47.2743337173,294.013837719,51.7537672617,0.462499264593,True,False,False,False
9,45,30.0,120.0,37.8939325841,41.4010288396,3.96383427793,-10.48283235,290.712922035,11.2072189352,0.137921448334,False,True,False,False
9,45,70.0,95.0,72.557019593,26.3455931239,7.30059790132,-9.97655531579,306.195748388,12.3624587233,0.0600077249838,False,False,True,False
9,45,20.0,111.0,41.3114315612,41.6915909025,3.523628842,-10.1643735721,289.11962235,10.7578088071,0.139079122897,False,True,False,False
9,60,62.0,179.0,2.18284350963,105.946157499,17.2082700467,-26.0439799983,303.454290177,31.2155962966,1.36949947769,True,False,False,False
9,60,40.0,15.0,98.898243219,46.2346063188,4.33446341236,-8.35968245038,297.406566704,9.41657388567,0.169351944012,False,False,False,True
9,60,80.0,100.0,76.4129069193,25.9932091517,10.9688370411,-13.4189581247,309.263026439,17.331584555,0.0643212647488,False,False,True,False
9,60,58.0,188.0,7.14092779762,57.3673596683,24.3661132987,-41.684833232,300.307646673,48.2838772145,0.383606013414,True,False,False,False
9,60,58.0,169.0,9.63387794739,48.970174851,20.1914926579,-34.7835710017,300.134708877,40.2193136116,0.260810010351,True,False,False,False
9,60,20.0,166.0,40.7779826861,44.2068089696,5.87248813132,-13.5208706889,293.476639543,14.7411010795,0.165296039428,False,True,False,False
9,60,60.0,101.0,66.852051106,38.5090667519,6.53489776472,-10.1087334153,302.881075737,12.0370835362,0.12084041364,False,False,True,False
9,60,70.0,169.0,14.1037667271,39.1100681954,15.9657561291,-24.6358239996,302.946090947,29.3569275115,0.151351698561,True,False,False,False
9,60,40.0,165.0,22.9677648354,47.2954706431,10.8460883894,-22.7978748486,295.442767909,25.2464003565,0.212093633996,False,True,False,False
9,60,50.0,103.0,61.9248353196,40.3348652876,5.97586392059,-9.79178828396,301.395441844,11.471271394,0.131607681821,False,False,True,False
9,60,62.0,170.0,8.96857238848,47.2017273377,19.6074601263,-32.4387052344,301.150714596,37.9041170572,0.236928577049,True,False,False,False
9,60,40.0,60.0,83.990865139,43.3634389105,4.23694756542,-7.78522465104,298.556328696,8.86348958025,0.148050570156,False,False,True,False
9,60,30.0,340.0,88.5036158601,46.4994772606,3.07457871232,-7.65684925225,291.877740009,8.25108324585,0.169462183625,False,False,True,False
9,60,60.0,146.0,29.3340624646,36.4952998398,8.11779070782,-12.5184588746,302.962023761,14.920131989,0.112720104969,False,True,False,False
9,60,70.0,95.0,75.999095507,33.9344364777,7.86948926011,-10.8848559133,305.866025041,13.4316398652,0.096721663411,False,False,True,False
9,60,66.0,183.0,6.56757761012,57.2721805203,28.0653238723,-44.427449669,302.281066625,52.5496021693,0.394203330761,True,False,False,False
9,60,62.0,183.0,3.29892760557,68.7516075012,27.4950619452,-44.9985796617,301.425792255,52.733770991,0.575507189845,True,False,False,False
9,60,66.0,177.0,6.56757761012,54.7358915547,28.5812990512,-44.5826188337,302.663369485,52.9575354178,0.360623103135,True,False,False,False
9,60,50.0,39.0,101.19657231,43.3762540111,4.2418972054,-8.09871513639,297.644382545,9.14236724058,0.147993611702,False,False,False,True
9,60,80.0,140.0,42.255013731,27.7030173279,10.7341780416,-13.512902668,308.462402394,17.2574945095,0.0713313332117,False,True,False,False
9,60,40.0,195.0,22.9677648354,48.9865621848,9.82631407233,-21.5271658333,294.534853869,23.6637976044,0.223791242578,False,True,False,False
9,60,30.0,40.0,84.1856349569,44.9099965932,4.13128293582,-8.57853846345,295.714700713,9.52149257547,0.159761736933,False,False,True,False
9,60,80.0,30.0,130.676071458,20.5363274659,15.468195371,-17.5752429743,311.351417638,23.412693857,0.0500280448695,False,False,False,True
9,60,54.0,185.0,7.31740875936,65.556676811,28.024555162,-49.7516503626,299.392080769,57.1016847898,0.540925956442,True,False,False,False
9,60,50.0,206.0,23.4127376222,47.0822430542,8.30724212948,-15.5353739894,298.134785785,17.6169837597,0.193461882325,False,True,False,False
9,60,40.0,0.0,100.0,49.1478336129,2.36265815424,-6.60005242916,289.696131462,7.01019583332,0.188677286875,False,False,False,True
9,60,62.0,177.0,3.29892760557,70.1063574204,26.1769934142,-43.0152120094,301.322687051,50.3541800491,0.589068443846,True,False,False,False
9,60,56.0,187.0,7.15518544908,59.5872786972,26.2516262949,-45.3888988028,300.043846605,52.433767914,0.429391344216,True,False,False,False
9,60,30.0,160.0,32.8692200862,45.113335006,6.83542632628,-15.5322310323,293.753341049,16.9697747157,0.176912269496,False,True,False,False
9,60,62.0,174.0,5.61491336818,56.0757380914,27.9384297986,-44.9384476912,301.869397726,52.915214641,0.379404568209,True,False,False,False
9,60,80.0,160.0,27.3447980931,28.3610315542,11.802794257,-15.1776191946,307.870230468,19.2267021793,0.076295705722,False,True,False,False
9,60,30.0,100.0,59.4556892146,42.1719864224,5.16980981606,-9.92719635823,297.509256044,11.1926833721,0.143722670398,False,False,True,False
9,60,60.0,90.0,75.5224878141,38.2193901361,5.82934024718,-9.1634738432,302.462462925,10.8605000158,0.117417690297,False,False,True,False
9,60,60.0,56.0,99.7526262084,38.6640283168,5.81733527986,-8.76519737937,303.571656856,10.5199845465,0.119547227063,False,False,False,True
9,60,66.0,179.0,6.06569017175,57.9053583183,29.8522406258,-46.8880177089,302.483724745,55.5845524859,0.411994287556,True,False,False,False
9,60,20.0,249.0,54.8307116484,43.570037541,4.74078441163,-10.0724727622,295.204836259,11.1323737083,0.153663344495,False,False,True,False
9,60,70.0,21.0,126.06732775,27.1084458889,10.6455323431,-13.4302048197,308.402313997,17.1376124465,0.0685955959942,False,False,False,True
9,60,50.0,0.0,110.0,45.2909163119,3.56660576743,-8.59963168087,292.525709514,9.30990557132,0.161801928257,False,False,False,True
9,60,60.0,11.0,119.092459862,36.7347590609,6.53981667704,-11.4994901744,299.627102912,13.2290391352,0.111215160017,False,False,False,True
9,60,54.0,182.0,6.2295714917,88.5166856547,21.7543498698,-37.9934516618,299.794656733,43.7807504211,0.954071116586,True,False,False,False
9,60,70.0,53.0,108.587080972,31.821470017,8.09063757033,-10.7609802669,306.937657114,13.4631761705,0.0859696645589,False,False,False,True
9,60,70.0,127.0,48.6417011877,34.5744448316,7.93930403518,-11.0847107554,305.611721699,13.6346382825,0.100523460224,False,False,True,False
9,60,40.0,90.0,67.4789878819,41.6751115325,5.30562947264,-9.34352651866,299.589649769,10.7448216321,0.139223298989,False,False,True,False
9,60,60.0,192.0,10.3875413178,51.988926276,18.16351036,-31.6368668346,299.86120279,36.4801925942,0.283327635126,True,False,False,False
9,60,20.0,194.0,40.7779826861,44.5453229694,5.72397902272,-13.105277372,293.594214338,14.3007772813,0.167162271994,False,True,False,False
9,60,10.0,257.0,58.2487243615,43.7143497645,4.63600590129,-9.87919387199,295.139240437,10.9128833164,0.154118449303,False,False,True,False
9,60,30.0,220.0,40.1179404061,44.6166633114,5.78304022197,-12.091090591,295.561294596,13.4029110975,0.165849384239,False,True,False,False
9,60,80.0,60.0,109.853125742,23.6152535736,12.1426054423,-14.3441603251,310.248551223,18.7935574695,0.0567037607689,False,False,False,True
9,60,64.0,187.0,7.35941937362,55.1743889059,25.1365873996,-41.1097830172,301.44371146,48.1857062397,0.353027134756,True,False,False,False
9,60,66.0,175.0,7.47077193762,51.0188427258,25.6701972994,-40.0698063416,302.645124347,47.5872715087,0.300782735605,True,False,False,False
9,60,62.0,181.0,2.18284350963,118.522171716,14.4718515407,-20.2846428283,305.505534323,24.9178895914,1.75695811351,True,False,False,False
9,60,66.0,172.0,9.31178944218,47.5072059869,22.0905222824,-34.8369560936,302.379263103,41.2505113251,0.246858957272,True,False,False,False
9,60,62.0,190.0,8.96857238848,52.3143453314,19.9998136529,-33.6426318307,300.730563509,39.1384621906,0.293084087882,True,False,False,False
9,60,60.0,187.0,6.06123425598,58.5391599865,27.0210145528,-44.4176604833,301.313798505,51.9909972041,0.410974661461,True,False,False,False
9,60,62.0,172.0,7.27524155645,50.7405661319,23.5652453202,-38.5730192103,301.421826555,45.2017543686,0.291425885238,True,False,False,False
9,60,70.0,191.0,14.1037667271,46.6853640689,15.6977933728,-25.0833553219,302.039365959,29.5904618243,0.213022112315,True,False,False,False
9,60,66.0,181.0,6.06569017175,59.9401054536,29.079706741,-44.9650518228,302.891474624,53.5489050268,0.434938467479,True,False,False,False
9,60,70.0,159.0,21.4470837377,34.2594289754,10.7370515873,-15.3503121984,304.971556333,18.7327617125,0.105109205225,False,True,False,False
9,60,30.0,0.0,90.0,48.4758704736,2.96428008387,-7.18264015439,292.42597025,7.77028159098,0.184910492851,False,False,True,False
9,60,54.0,187.0,8.3893336597,59.4119235192,24.8660947296,-44.6190550443,299.130821356,51.0801599464,0.423593819299,True,False,False,False
9,60,50.0,141.0,33.1791752841,39.5164729909,7.53374543721,-12.4844846874,301.108824565,14.5814840885,0.131189222673,False,True,False,False
9,60,10.0,0.0,70.0,44.5860332512,3.98224709831,-8.86004474723,294.202071879,9.71383986253,0.158598253561,False,False,True,False
9,60,80.0,130.0,50.5772405614,27.5186610806,10.6171872425,-13.3464534538,308.502468346,17.0543978121,0.0703589791536,False,False,True,False
9,60,20.0,111.0,54.8307116484,42.7511508648,5.33793006866,-10.7398532308,296.428330433,11.9932458007,0.149323472471,False,False,True,False
9,60,64.0,189.0,8.89219950099,52.1600052683,21.3857586571,-35.4987839536,301.066288787,41.4429045257,0.296860808289,True,False,False,False
9,60,60.0,68.0,91.7738710738,38.5091808539,5.98669367289,-9.0397328287,303.515092795,10.8423830751,0.119081098729,False,False,False,True
9,60,80.0,40.0,124.507291471,21.3678869292,14.1396520887,-16.2556481762,311.017727824,21.5447408622,0.0510710810987,False,False,False,True
9,60,20.0,55.0,72.5451572603,43.6669634772,4.41757490208,-8.90093359859,296.395419431,9.93688014127,0.151903040927,False,False,True,False
9,60,40.0,135.0,39.0453473584,41.1007428653,6.5068572073,-11.9711835403,298.52599751,13.6252862749,0.140270024107,False,True,False,False
9,60,52.0,175.0,9.00627990377,63.6500944158,27.1096240054,-48.2702174492,299.319531957,55.3619508896,0.505201109933,True,False,False,False
9,60,40.0,120.0,48.5965202116,40.8932131043,6.08138164422,-10.7427675017,299.513800278,12.3446448429,0.136943553826,False,False,True,False
9,60,66.0,185.0,7.47077193762,54.3275123524,25.7284665716,-41.1481001641,302.016300017,48.5295800439,0.34219976582,True,False,False,False
9,60,70.0,11.0,128.890635649,24.7740451237,11.9247909564,-14.9418284702,308.592706046,19.1169787725,0.0611287412518,False,False,False,True
9,60,60.0,135.0,38.7091923033,37.2177402017,7.43008350711,-11.2189685784,303.515658925,13.4562772298,0.115373424723,False,True,False,False
9,60,70.0,64.0,100.704007984,32.6561272276,8.08754065525,-10.7602566374,306.928971827,13.4607368577,0.0901714522999,False,False,False,True
9,60,80.0,180.0,20.0,36.1010243958,18.030866724,-25.9670873825,304.775102906,31.6133165288,0.133645880488,False,True,False,False
9,60,80.0,90.0,85.0190746781,25.6595537798,11.3851558453,-13.7450938647,309.635186471,17.8479516744,0.0633143046587,False,False,True,False
9,60,60.0,168.0,10.3875413178,46.7634809624,18.959221672,-32.0220730554,300.628387076,37.2137776794,0.231025254986,True,False,False,False
9,60,66.0,188.0,9.31178944218,51.773939407,22.0615807811,-36.1648949123,301.384339784,42.3628725487,0.294620153898,True,False,False,False
9,60,60.0,22.0,116.448158584,38.088885865,6.43090699344,-9.48392276636,304.140612052,11.4586803689,0.117356030991,False,False,False,True
9,60,10.0,103.0,58.2487243615,43.1506748537,4.99294228939,-10.5400179132,295.347517755,11.6628234281,0.151691099371,False,False,True,False
9,60,60.0,189.0,7.79222179587,54.7065369222,22.2642755663,-38.1059107111,300.29661403,44.1334158843,0.33527233782,True,False,False,False
9,60,50.0,64.0,88.2480648838,41.8120989523,4.93591319553,-8.10756424545,301.333199842,9.49188269354,0.138405891155,False,False,True,False
9,60,30.0,80.0,69.0335737691,42.7186160207,5.05655069964,-9.32468152334,298.469912862,10.6074686184,0.146366094882,False,False,True,False
9,60,30.0,180.0,30.0,47.3165271493,7.97690822163,-19.2315656871,292.527796255,20.8202829845,0.202988644247,False,True,False,False
9,60,70.0,106.0,66.7138727045,34.4087695848,8.01673953517,-11.1281492351,305.769048709,13.7150945375,0.099735780642,False,False,True,False
9,60,62.0,188.0,7.27524155645,55.0627413746,23.8395318103,-39.8229800763,300.906323651,46.4132849419,0.346643592186,True,False,False,False
9,60,58.0,184.0,3.96888128685,92.2297377006,20.5723067542,-34.645096132,300.701900095,40.2927101495,1.02950130039,True,False,False,False
9,60,60.0,158.0,19.0229854211,37.7669531716,10.2389029606,-16.1143680486,302.431455243,19.0920923799,0.126869276304,False,True,False,False
9,60,68.0,177.0,8.44096543156,51.6453877084,26.6040536776,-41.0421936956,302.951802262,48.9105033242,0.311353720077,True,False,False,False
9,60,68.0,183.0,8.44096543156,53.7600483643,26.5946088521,-41.4915602444,302.65842164,49.2830882911,0.337784110577,True,False,False,False
9,60,80.0,170.0,22.0684541786,31.0071722556,14.1551709374,-19.4651027487,306.024933241,24.0678019205,0.0939748979666,False,True,False,False
9,60,58.0,191.0,9.63387794739,53.9512520021,20.2979654601,-35.0410809429,300.082081145,40.4954905572,0.316350143202,True,False,False,False
9,60,56.0,185.0,5.82756992179,67.6028616092,28.1945299029,-48.2640451191,300.292299526,55.8958814914,0.571149058517,True,False,False,False
9,60,70.0,180.0,10.0,50.9599004905,26.3458717351,-40.3349457242,303.151658615,48.1768907678,0.300627375533,True,False,False,False
9,60,58.0,179.0,2.17590795183,535.315765928,82.0200294865,-39.2124496146,334.448290868,90.9115033522,120.340829562,True,False,False,False
9,60,40.0,45.0,90.6075295707,44.6288390089,4.03885537737,-7.87140014912,297.162589553,8.84710647992,0.156781995307,False,False,False,True
9,60,20.0,277.0,64.2942927851,43.8043597732,4.6397545908,-9.27253793671,296.582278946,10.3685718617,0.153777786881,False,False,True,False
9,60,50.0,180.0,10.0,69.0093049981,29.1281906754,-53.180202473,298.710675722,60.6348532372,0.619892998179,True,False,False,False
9,60,52.0,185.0,9.00627990377,62.7061517296,27.2734866628,-48.7758613027,299.212153198,55.883161333,0.49141732921,True,False,False,False
9,60,10.0,51.0,66.5615100563,43.3888087954,4.45963690658,-9.39798085821,295.385807384,10.4024230615,0.150863571091,False,False,True,False
9,60,56.0,178.0,4.3444358094,252.780320544,7.09077733413,8.26735441321,49.3808376183,10.8916606721,12.4743424763,True,False,False,False
9,60,60.0,112.0,57.9300006513,38.0312952685,6.28215039183,-9.74243668248,302.814866708,11.5922597477,0.117233802958,False,False,True,False
9,60,60.0,202.0,19.0229854211,46.9651610781,9.35021334163,-15.8176077915,300.588475442,18.3745260015,0.193594206936,False,True,False,False
9,60,56.0,190.0,9.37036404164,55.6684189689,21.9007771704,-38.3752306957,299.713439995,44.1848658662,0.349200214023,True,False,False,False
9,60,80.0,20.0,135.61126087,19.2141027754,15.4798201127,-17.3764697685,311.696232091,23.2715820764,0.0453880371023,False,False,False,True
9,60,20.0,138.0,46.3727075278,43.1165935739,5.38948452411,-11.6858690919,294.758996738,12.868802581,0.153513763996,False,False,True,False
9,60,68.0,179.0,8.05019104117,54.024522811,28.1405854105,-43.7153804326,302.770305861,51.9896819918,0.348919309483,True,False,False,False
9,60,30.0,200.0,32.8692200862,45.877136173,6.68298745961,-15.0858280438,293.893233496,16.4998342159,0.182009158573,False,True,False,False
9,60,54.0,180.0,6.0,192.959242923,9.0124336598,-2.21617976298,346.184929388,9.28091661497,6.02530712786,True,False,False,False
9,60,70.0,0.0,130.0,21.0678460114,14.9075527691,-16.9732020745,311.292817306,22.5903678196,0.0509044744254,False,False,False,True
9,60,56.0,182.0,4.3444358094,133.451950345,12.7236163358,-18.2644515455,304.862335164,22.2593935883,2.36000237133,True,False,False,False
9,60,40.0,30.0,95.6855322777,45.6028896134,4.07648284082,-8.76229531955,294.94926291,9.66413636175,0.165044724816,False,False,False,True
9,60,64.0,184.0,5.33507826933,59.090905491,28.4351258962,-45.5442699919,301.978196996,53.6920563383,0.424054289314,True,False,False,False
9,60,70.0,148.0,30.5540888384,33.5630560665,9.03376100504,-12.7323140867,305.356252051,15.6115553325,0.0974894056007,False,True,False,False
9,60,10.0,309.0,66.5615100563,44.1980599298,4.19835139801,-8.93291359593,295.172904649,9.87031406661,0.155793643077,False,False,True,False
9,60,60.0,45.0,106.279906247,38.802872867,5.57511093518,-8.63927419339,302.83503011,10.2819706539,0.12004813888,False,False,False,True
9,60,70.0,85.0,84.2560540092,33.4509783985,7.84149790892,-10.8188211342,305.934656805,13.3617356728,0.0940179074362,False,False,True,False
9,60,64.0,180.0,4.0,68.9435371173,28.0872208474,-44.4695998683,302.276710649,52.5969323001,0.578206511175,True,False,False,False
