Module,Theta_i,Theta_r,Phi_r,Angular_Deviation,L,a,b,Hue,Chroma,total_brdf,zone_specular,zone_forward_scatter,zone_backscatter,zone_residual
25,0,6.0,303.0,6.0,51.5434364003,-34.3742138836,7.1443028636,168.258857791,35.1087972384,0.167887622751,True,False,False,False
25,0,70.0,42.0,70.0,12.9512699365,12.9632817046,-14.4003912523,311.99365168,19.3757049103,0.0253460583526,False,False,True,False
25,0,30.0,260.0,30.0,13.1918638205,12.6158837485,-14.3295036693,311.361115836,19.0917573357,0.0258366175636,False,True,False,False
25,0,70.0,307.0,70.0,12.9256471286,13.0230609019,-14.5166143164,311.895731076,19.5021077442,0.0254336997804,False,False,True,False
25,0,70.0,106.0,70.0,12.7618986889,12.9979528037,-14.5682325194,311.73972755,19.523836094,0.0249977648824,False,False,True,False
25,0,50.0,296.0,50.0,12.9168158421,12.8755227543,-14.5122401073,311.580020122,19.4006236789,0.0253706121294,False,False,True,False
25,0,30.0,240.0,30.0,13.2404853821,12.6695315076,-14.4611214765,311.22192199,19.2260516742,0.0259337607678,False,True,False,False
25,0,70.0,201.0,70.0,13.2880943179,13.150548656,-14.7722089907,311.676186443,19.7776411238,0.0263420837136,False,False,True,False
25,0,8.0,111.0,8.0,47.7957496128,-30.8587246303,5.4043315613,170.066449859,31.3283846605,0.145431131071,True,False,False,False
25,0,20.0,332.0,20.0,16.5373688,7.55574452842,-12.3113691195,301.538310382,14.44503669,0.0312006724275,False,True,False,False
25,0,8.0,249.0,8.0,51.0115402104,-34.8656837785,7.27210762357,168.218444938,35.6159999808,0.164585382549,True,False,False,False
25,0,50.0,116.0,50.0,12.8439468331,12.870084584,-14.4579283938,311.674673079,19.3564141989,0.0250511326571,False,False,True,False
25,0,30.0,60.0,30.0,13.2154182739,12.7296786487,-14.3937903142,311.489121297,19.215252226,0.0257696346584,False,True,False,False
25,0,70.0,127.0,70.0,13.0614947079,13.1413648014,-14.641048617,311.910194915,19.6737330837,0.0257539953352,False,False,True,False
25,0,30.0,40.0,30.0,13.2829821147,12.598155272,-14.4768541469,311.030684415,19.190956783,0.0260423856732,False,True,False,False
25,0,20.0,83.0,20.0,18.2924653075,3.96939427607,-10.7233552398,290.312711073,11.4344408923,0.034211960001,False,True,False,False
25,0,2.0,0.0,2.0,63.0643068716,-38.3952377237,9.93231556446,165.496318743,39.6591120971,0.268352833449,True,False,False,False
25,0,60.0,326.0,60.0,13.2237459631,13.2091482266,-14.6892114876,311.96319228,19.7548609461,0.0261990112223,False,False,True,False
25,0,20.0,249.0,20.0,17.9138342409,5.08794461349,-11.2347571877,294.364600312,12.3331646164,0.0336952808126,False,True,False,False
25,0,80.0,100.0,80.0,12.979995773,13.0144476503,-14.4559975963,311.99607937,19.451265104,0.0255548174294,False,False,True,False
25,0,80.0,190.0,80.0,13.3007182379,13.2665923111,-14.7325606108,312.002867498,19.8255091662,0.0264560440739,False,False,True,False
25,0,70.0,95.0,70.0,13.1844786869,13.1484042264,-14.7177764165,311.776611807,19.7355890804,0.0260675962023,False,False,True,False
25,0,4.0,28.0,4.0,56.9282603219,-32.5464424984,6.52796468706,168.658457415,33.194656833,0.217420753404,True,False,False,False
25,0,30.0,160.0,30.0,12.9466844888,12.6955831742,-14.4284742354,311.344477969,19.2187070557,0.0252611684459,False,True,False,False
25,0,40.0,240.0,40.0,13.0529370885,12.8508006812,-14.4841581446,311.580446767,19.3632103564,0.0256414277227,False,True,False,False
25,0,70.0,11.0,70.0,13.1779215342,12.9944717742,-14.6062782657,311.657882648,19.5499274031,0.0260025808013,False,False,True,False
25,0,4.0,194.0,4.0,52.1495303405,-30.907204879,5.03191044687,170.752975254,31.3141411535,0.178798020836,True,False,False,False
25,0,40.0,30.0,40.0,13.0557391187,12.6915799684,-14.2634390605,311.662624707,19.0924565189,0.0255818712589,False,True,False,False
25,0,40.0,90.0,40.0,13.0854428329,12.8197822167,-14.48815616,311.503869441,19.3456321943,0.0257182265712,False,True,False,False
25,0,2.0,154.0,2.0,65.855069136,-37.7131418371,9.96320019261,165.20147933,39.0070048236,0.300179018869,True,False,False,False
25,0,50.0,309.0,50.0,13.2969254676,13.1106972914,-14.6535112186,311.819433573,19.6625475079,0.0263367897274,False,False,True,False
25,0,60.0,338.0,60.0,13.124150377,12.8329338612,-14.4590258121,311.590270757,19.3325533472,0.0257527117465,False,False,True,False
25,0,8.0,28.0,8.0,40.2513263552,-21.9860203234,1.34311676634,176.504169265,22.0270073389,0.105550764565,True,False,False,False
25,0,20.0,277.0,20.0,17.6309837228,5.4119147573,-11.3298046562,295.532435306,12.5560063271,0.0330579317662,False,True,False,False
25,0,6.0,284.0,6.0,56.069330325,-37.8248451281,9.53688426311,165.848801981,39.0086025181,0.201088284202,True,False,False,False
25,0,50.0,347.0,50.0,12.9819703956,12.8272976371,-14.4744703385,311.547410956,19.3403685656,0.0254253713679,False,False,True,False
25,0,40.0,135.0,40.0,12.9752232741,12.9635036111,-14.3993722,311.99615559,19.375096016,0.0254575918202,False,True,False,False
25,0,4.0,277.0,4.0,70.0878037366,-41.5518944458,11.739928516,164.223075171,43.1785346393,0.344619808941,True,False,False,False
25,0,6.0,19.0,6.0,45.2601512902,-26.9849925667,3.03120779394,173.590866431,27.1547057527,0.131873196762,True,False,False,False
25,0,20.0,166.0,20.0,16.6082381385,7.90022307528,-12.5344980049,302.22234436,14.8164491318,0.0317516316115,False,True,False,False
25,0,80.0,300.0,80.0,13.3195613556,13.0750626974,-14.6905327484,311.670145846,19.6664439331,0.0265205988415,False,False,True,False
25,0,6.0,171.0,6.0,43.8322755831,-27.738080415,4.06687661569,171.658889187,28.0346319847,0.121180819874,True,False,False,False
25,0,8.0,332.0,8.0,40.3212099463,-23.6471092744,1.84995835658,175.526753062,23.7193617738,0.104282213644,True,False,False,False
25,0,60.0,236.0,60.0,13.233207898,13.1624046853,-14.6221301072,311.992597366,19.673728319,0.0262463456614,False,False,True,False
25,0,80.0,340.0,80.0,12.9240594164,12.9679284061,-14.4288542802,311.947609367,19.3999743037,0.0254009335998,False,False,True,False
25,0,70.0,64.0,70.0,13.0399285844,13.0411428233,-14.5891240826,311.793365341,19.568187132,0.0256849032333,False,False,True,False
25,0,10.0,103.0,10.0,41.4198011498,-25.0166137482,2.86595380399,173.464571694,25.1802433394,0.109749481836,True,False,False,False
25,0,6.0,322.0,6.0,47.527544268,-30.2607150371,5.70938348096,169.315426559,30.794608851,0.143025394242,True,False,False,False
25,0,20.0,305.0,20.0,17.1983717338,6.80900265491,-12.0717649579,299.42489668,13.8596546261,0.0325724193334,False,True,False,False
25,0,30.0,140.0,30.0,13.5290765186,12.8631245932,-14.6768168673,311.232124558,19.5158634873,0.0268315358485,False,True,False,False
25,0,20.0,55.0,20.0,17.485399985,5.90941119835,-11.704581844,296.78830447,13.1117648261,0.0330391820987,False,True,False,False
25,0,80.0,130.0,80.0,13.2883917157,13.3232765456,-14.832444331,311.931839255,19.9376804755,0.0264252745428,False,False,True,False
25,0,40.0,165.0,40.0,13.2523277405,13.0564282234,-14.6675364256,311.674140955,19.6368771129,0.0261688841786,False,True,False,False
25,0,70.0,233.0,70.0,12.9699625857,12.9262995311,-14.4290817179,311.855587009,19.3723415929,0.0253794692897,False,False,True,False
25,0,8.0,291.0,8.0,47.7371342669,-31.0602470736,5.47214498086,170.008255935,31.5386004598,0.144630580829,True,False,False,False
25,0,2.0,257.0,2.0,84.7204604441,-40.2508577958,12.0597164114,163.321053336,42.0186662475,0.563811811107,True,False,False,False
25,0,80.0,170.0,80.0,13.1426023234,12.9059707618,-14.4811997177,311.708143262,19.3976603375,0.0259336400449,False,False,True,False
25,0,6.0,133.0,6.0,49.1379790004,-32.308395444,6.24396962278,169.061780974,32.9062239222,0.153476198795,True,False,False,False
25,0,80.0,140.0,80.0,13.0438330731,13.1758832532,-14.629008898,312.008357731,19.6878592244,0.0256909752852,False,False,True,False
25,0,70.0,21.0,70.0,13.059466934,13.1419650056,-14.6081573036,311.975559617,19.6496693106,0.0257553293883,False,False,True,False
25,0,8.0,222.0,8.0,44.8906218899,-28.8364093931,4.66940289539,170.802083862,29.2120151665,0.127546141358,True,False,False,False
25,0,80.0,330.0,80.0,13.1768150055,13.0325250158,-14.5498459707,311.851302172,19.5331698927,0.0260194910253,False,False,True,False
25,0,20.0,222.0,20.0,17.2648918612,6.67994498723,-11.8686156417,299.371865435,13.6193135761,0.032638042471,False,True,False,False
25,0,60.0,56.0,60.0,12.9205007091,12.8159048233,-14.3760244983,311.716291006,19.2592184892,0.0252468294367,False,False,True,False
25,0,10.0,154.0,10.0,33.5650954007,-16.2553074561,-0.970184363061,183.415598608,16.2842340376,0.0755797623039,True,False,False,False
25,0,60.0,124.0,60.0,12.9989033082,12.8203108918,-14.3646830771,311.748537057,19.2536877317,0.0255392684597,False,False,True,False
25,0,40.0,15.0,40.0,13.0731181515,12.914784104,-14.5352975269,311.621469359,19.4439327979,0.0256810465836,False,True,False,False
25,0,80.0,200.0,80.0,13.3036902497,13.3391312175,-14.9084615814,311.82013014,20.0048656172,0.0265248059034,False,False,True,False
25,0,50.0,180.0,50.0,12.9599292602,12.795343427,-14.344711732,311.732651597,19.2221634602,0.0253220441303,False,False,True,False
25,0,60.0,292.0,60.0,13.0011760264,12.9122170232,-14.5641747032,311.559358849,19.4638262744,0.0255452423329,False,False,True,False
25,0,6.0,227.0,6.0,53.1347115722,-35.240423069,7.1453661523,168.538066297,35.9575259929,0.181050788371,True,False,False,False
25,0,40.0,180.0,40.0,12.7455955339,12.8268806749,-14.4725206558,311.550317572,19.3386328881,0.0248791904907,False,True,False,False
25,0,50.0,141.0,50.0,13.18576736,12.8639883681,-14.3059773449,311.96199688,19.2391056062,0.0258887309971,False,False,True,False
25,0,8.0,277.0,8.0,52.1415269326,-35.3785617187,7.56803608588,167.925504231,36.1789690218,0.172585852714,True,False,False,False
25,0,8.0,83.0,8.0,53.0644954723,-36.1221363023,8.57892487721,166.639905419,37.1268997237,0.177921670773,True,False,False,False
25,0,6.0,189.0,6.0,43.7907761325,-25.1964207174,2.37585323963,174.613319872,25.3081863354,0.124377183393,True,False,False,False
25,0,60.0,45.0,60.0,12.8525127576,13.0476383636,-14.5792950276,311.826730127,19.5651912939,0.0252543605409,False,False,True,False
25,0,60.0,158.0,60.0,13.1207762133,13.1240112903,-14.711453596,311.735986561,19.7146275454,0.0259306267879,False,False,True,False
25,0,20.0,194.0,20.0,16.7546075905,7.63343150723,-12.3546530131,301.710212001,14.5226281247,0.0318960539591,False,True,False,False
25,0,50.0,231.0,50.0,12.9823886808,12.8332774638,-14.3848739775,311.737330948,19.2773859694,0.0255092190046,False,False,True,False
25,0,4.0,249.0,4.0,67.6075788626,-43.4287124478,11.7347490184,164.879362589,44.9861912079,0.31157279094,True,False,False,False
25,0,6.0,57.0,6.0,54.9892172063,-37.2310550145,8.07978975932,167.755679842,38.0976962564,0.194292270311,True,False,False,False
25,0,80.0,350.0,80.0,13.0764423303,13.0930174485,-14.5618468701,311.959712993,19.5825046962,0.025797070256,False,False,True,False
