Module,Theta_i,Theta_r,Phi_r,Angular_Deviation,L,a,b,Hue,Chroma,total_brdf,zone_specular,zone_forward_scatter,zone_backscatter,zone_residual
20,0,60.0,259.0,60.0,11.0451091258,12.3007180276,-13.6070199074,312.113516649,18.3428093474,0.0207696723173,False,False,True,False
20,0,80.0,110.0,80.0,10.6330169587,11.9940792157,-13.3356451095,311.968213762,17.935923916,0.0198592201027,False,False,True,False
20,0,10.0,206.0,10.0,47.8728467223,18.9904222185,21.2874245571,48.2639813466,28.5270149212,0.16144923206,True,False,False,False
20,0,4.0,0.0,4.0,66.8672338521,24.1939703479,30.9113539302,51.950111439,39.253789664,0.345484388275,True,False,False,False
20,0,30.0,100.0,30.0,12.2937073264,11.7859474883,-11.4619717378,315.798404429,16.4403574874,0.0219870580913,False,True,False,False
20,0,70.0,138.0,70.0,10.9064872727,12.1436459685,-13.2181451673,312.574009125,17.949582142,0.0203486555484,False,False,True,False
20,0,6.0,114.0,6.0,55.0905632856,19.9827053828,23.4801174839,49.6006239895,30.832197967,0.2199463186,True,False,False,False
20,0,30.0,280.0,30.0,12.5091877752,11.9087199824,-11.7619936795,315.355151532,16.7380437009,0.0226610327798,False,True,False,False
20,0,4.0,166.0,4.0,65.9822621764,23.4623381677,30.0544190571,52.0221999666,38.1280660034,0.335306229085,True,False,False,False
20,0,70.0,275.0,70.0,11.0027911368,12.3357975993,-13.5821413496,312.246877208,18.3479281133,0.0207453763447,False,False,True,False
20,0,80.0,30.0,80.0,11.0883019795,12.21726865,-13.6133339765,311.906347704,18.2916515171,0.0208920207206,False,False,True,False
20,0,30.0,180.0,30.0,12.9221628065,11.7304711744,-10.9175180101,317.055758475,16.0248604822,0.0230589785019,False,True,False,False
20,0,80.0,290.0,80.0,11.0588708085,12.1991755673,-13.5918750676,311.909068171,18.2635963703,0.0207481912309,False,False,True,False
20,0,10.0,0.0,10.0,47.9294110767,19.6532781219,20.5939008137,46.3388242992,28.4668244042,0.163389337075,True,False,False,False
20,0,6.0,265.0,6.0,55.7324177311,20.1130167866,23.2838042961,49.1788887536,30.7679863943,0.22692103339,True,False,False,False
20,0,80.0,270.0,80.0,11.172484988,12.1554723188,-13.4985797392,312.003039087,18.1649982733,0.0209807893866,False,False,True,False
20,0,60.0,202.0,60.0,10.9340268359,12.1797397417,-13.4602799575,312.140850911,18.15282889,0.0204882513196,False,False,True,False
20,0,40.0,0.0,40.0,11.2566867335,12.0348350467,-13.1114607678,312.548407927,17.7974059364,0.0209100255186,False,True,False,False
20,0,4.0,138.0,4.0,65.2511619255,22.9102146493,28.9115247884,51.6058154399,36.8884019831,0.326938724855,True,False,False,False
20,0,70.0,74.0,70.0,10.7815532738,11.9606565504,-13.2018996792,312.175947026,17.8142487985,0.0200160601403,False,False,True,False
20,0,40.0,345.0,40.0,11.1832156387,11.973432345,-13.1974173479,312.21606627,17.819509162,0.0207743885883,False,True,False,False
20,0,80.0,240.0,80.0,11.1736037175,12.1989908972,-13.5553772951,311.985230585,18.2363272761,0.0210779576784,False,False,True,False
20,0,80.0,120.0,80.0,10.8808575837,12.0004838531,-13.1541145128,312.374162601,17.8056828379,0.0202870236196,False,False,True,False
20,0,2.0,103.0,2.0,81.3803207905,18.5790562342,22.2685080849,50.1610902814,29.0011686468,0.567527773426,True,False,False,False
20,0,8.0,194.0,8.0,55.2054745795,21.4005922504,25.7599334929,50.2811983624,33.4896927759,0.220639827186,True,False,False,False
20,0,8.0,152.0,8.0,52.2951565583,20.5776354707,23.0383625479,48.2290897456,30.8902125349,0.196642830222,True,False,False,False
20,0,70.0,254.0,70.0,11.0024339392,12.1235329027,-13.3973609788,312.142558812,18.0684623374,0.0206263570206,False,False,True,False
20,0,2.0,51.0,2.0,79.9817835493,21.8402710798,26.969168379,50.9986282164,34.7035082361,0.540604634921,True,False,False,False
20,0,40.0,270.0,40.0,11.3128994874,12.3100874349,-13.4023411097,312.567560637,18.1978295376,0.0212051136885,False,True,False,False
20,0,60.0,101.0,60.0,11.1995316771,12.1947312032,-13.5663177906,311.952298385,18.2416130732,0.0210031694984,False,False,True,False
20,0,50.0,129.0,50.0,10.7812279088,11.8981961065,-13.1342993515,312.173033814,17.7222145919,0.0199286398486,False,False,True,False
20,0,70.0,116.0,70.0,10.7795349667,12.2107356213,-13.5821566387,311.956420679,18.2640916382,0.0202302077531,False,False,True,False
20,0,30.0,200.0,30.0,12.8005621554,11.8472373538,-11.2694833233,316.43168999,16.351094376,0.0230717784675,False,True,False,False
20,0,30.0,120.0,30.0,12.5688887648,11.83265908,-11.5552916054,315.679462724,16.5389414712,0.0226426366198,False,True,False,False
20,0,60.0,315.0,60.0,11.143358115,12.2941553721,-13.6515067758,312.005292323,18.3714423376,0.020975632356,False,False,True,False
20,0,70.0,180.0,70.0,10.7301110894,12.0958591868,-13.2956852432,312.294616237,17.9745669086,0.0199645836609,False,False,True,False
20,0,50.0,0.0,50.0,10.6172416775,11.7647128556,-12.8913409234,312.38375961,17.4526542216,0.0195279204274,False,False,True,False
20,0,6.0,246.0,6.0,56.5966175211,21.2333813904,25.6741738935,50.4081390935,33.3169580001,0.23295154991,True,False,False,False
20,0,70.0,0.0,70.0,11.0133206267,12.0908544743,-13.4611832904,311.930228517,18.0939829086,0.0206401599738,False,False,True,False
20,0,50.0,77.0,50.0,11.1464562098,12.1996653579,-13.4888151605,312.127080748,18.1873574023,0.0208543908729,False,False,True,False
20,0,80.0,230.0,80.0,10.9687121645,12.3487813141,-13.5771094205,312.28744411,18.352937099,0.0206060902421,False,False,True,False
20,0,60.0,22.0,60.0,11.1404865439,12.1158823848,-13.5783216739,311.742405725,18.1979511331,0.0209201240436,False,False,True,False
20,0,70.0,169.0,70.0,10.9135927893,12.0460990835,-13.4972091493,311.748533469,18.090968961,0.0204338605672,False,False,True,False
20,0,80.0,90.0,80.0,11.3735462775,12.2758852677,-13.6489393447,311.968281563,18.3573120129,0.0215327406992,False,False,True,False
20,0,80.0,320.0,80.0,10.7873611233,12.0306551966,-13.3165102572,312.095889662,17.9462004305,0.0200601086346,False,False,True,False
20,0,20.0,138.0,20.0,20.8157510165,12.4777141642,-2.1494103284,350.226153687,12.661489467,0.0380886978641,False,True,False,False
20,0,50.0,244.0,50.0,10.9068002788,12.1752467534,-13.2520255097,312.575121782,17.9959110249,0.0202814926506,False,False,True,False
20,0,40.0,285.0,40.0,10.8647669786,11.8550498612,-12.9796611071,312.407198022,17.5787886291,0.0201058282301,False,True,False,False
20,0,8.0,166.0,8.0,53.9841678423,21.4748368614,25.1546817362,49.5122386797,33.0745616974,0.21040873628,True,False,False,False
20,0,4.0,55.0,4.0,67.1564418597,22.4441518836,28.1849173909,51.4690654226,36.0295645561,0.350882280385,True,False,False,False
20,0,60.0,68.0,60.0,10.861271447,12.2375475903,-13.4896073819,312.213792737,18.2133763576,0.0203050413993,False,False,True,False
20,0,8.0,97.0,8.0,49.0565276569,19.3242806485,20.9505995715,47.3123746823,28.501849852,0.171009668552,True,False,False,False
20,0,30.0,320.0,30.0,12.7549230115,11.8434511803,-11.431588516,316.013769691,16.460514933,0.0230050061264,False,True,False,False
20,0,8.0,55.0,8.0,51.732349102,20.0954276811,23.0658207212,48.9369355551,30.5918011766,0.191999719282,True,False,False,False
20,0,40.0,60.0,40.0,11.1785630143,12.1318002373,-13.2260653856,312.529054628,17.9474060126,0.0208558540971,False,True,False,False
20,0,80.0,250.0,80.0,11.2446634009,12.2921810516,-13.6112493303,312.084871802,18.3402241899,0.0213351195964,False,False,True,False
20,0,40.0,195.0,40.0,10.6981680525,11.8148656662,-12.8852394652,312.518652056,17.4820035118,0.0196570117872,False,True,False,False
20,0,50.0,193.0,50.0,10.3963979571,11.7425641078,-12.84098274,312.441666113,17.4005358985,0.0191056842781,False,False,True,False
20,0,70.0,212.0,70.0,10.9978819844,12.2080082271,-13.5507332033,312.01604572,18.2389099242,0.0206808181824,False,False,True,False
20,0,6.0,38.0,6.0,59.5654521469,22.4567475788,28.0431335391,51.3124946901,35.926631494,0.262773501753,True,False,False,False
20,0,80.0,20.0,80.0,11.0074608943,12.0919515686,-13.4070878951,312.047533741,18.0545090923,0.0206190365902,False,False,True,False
20,0,40.0,300.0,40.0,11.0068582208,12.1816214598,-13.2520854521,312.589934817,18.0002686152,0.0205055593071,False,True,False,False
20,0,50.0,154.0,50.0,11.0925007161,12.3016886532,-13.5566501359,312.221491176,18.3061275705,0.0209111442655,False,False,True,False
20,0,50.0,219.0,50.0,10.6758821426,12.0089538033,-13.3914510162,311.884570318,17.9873825713,0.0198665431768,False,False,True,False
20,0,50.0,64.0,50.0,10.9081540461,11.9350478974,-13.0254070289,312.498712099,17.6665388965,0.0202440517117,False,False,True,False
20,0,70.0,222.0,70.0,10.9545515764,12.2077732132,-13.6193531301,311.871615403,18.2897924129,0.0206373405502,False,False,True,False
20,0,50.0,26.0,50.0,10.9969726969,12.2870242762,-13.3551190205,312.614787357,18.147456285,0.0205219587567,False,False,True,False
20,0,80.0,60.0,80.0,11.1409665232,12.2432018521,-13.5449428794,312.110260702,18.2581890996,0.0210151446151,False,False,True,False
20,0,8.0,138.0,8.0,50.9689233516,19.8176361854,22.304377784,48.3786279629,29.8366213286,0.184821331465,True,False,False,False
20,0,80.0,80.0,80.0,10.8664251369,12.0990240748,-13.3738145414,312.135017833,18.0345584629,0.0203012160543,False,False,True,False
20,0,60.0,135.0,60.0,11.2288998489,12.2369346633,-13.563445683,312.056763595,18.2677209512,0.0211843162444,False,False,True,False
20,0,6.0,152.0,6.0,57.9474673644,21.6348385802,26.2531530004,50.5085651907,34.0190282468,0.247307361616,True,False,False,False
20,0,20.0,0.0,20.0,23.0119827698,12.8829708163,-0.298493861207,358.672714601,12.8864283508,0.0438951402861,False,True,False,False
20,0,80.0,0.0,80.0,11.2022960744,12.2909197908,-13.7290532258,311.836460011,18.4269805389,0.0212089098077,False,False,True,False
20,0,80.0,210.0,80.0,10.8976696805,12.1696114851,-13.4635206132,312.110276597,18.1484388034,0.0204201697057,False,False,True,False
20,0,50.0,257.0,50.0,10.9626833078,12.2983851726,-13.5542084362,312.218969253,18.3020994474,0.0205798583062,False,False,True,False
20,0,70.0,244.0,70.0,10.7785658561,12.1001938045,-13.2243854333,312.458233144,17.9248168804,0.0200620675053,False,False,True,False
20,0,60.0,79.0,60.0,10.7971675227,11.9420877381,-13.1488205865,312.246514036,17.7624587926,0.0200846032832,False,False,True,False
20,0,30.0,300.0,30.0,12.439703446,11.706609009,-11.460151018,315.609514236,16.382300078,0.0223020570141,False,True,False,False
20,0,10.0,51.0,10.0,44.8053096489,18.0608664696,19.0623437167,46.5453002449,26.2596238664,0.140376108155,True,False,False,False
20,0,8.0,305.0,8.0,49.679130251,19.3978826976,21.2136154574,47.5599791072,28.7453532579,0.175413946644,True,False,False,False
20,0,6.0,208.0,6.0,59.97157508,22.4157878719,28.3970680193,51.7135037856,36.178184283,0.267513328691,True,False,False,False
20,0,80.0,220.0,80.0,10.6997862579,12.128967307,-13.3223421658,312.315450495,18.0165659524,0.0199770765268,False,False,True,False
20,0,60.0,0.0,60.0,10.8277106636,11.9581941024,-13.2062977724,312.160581596,17.8158554957,0.0200706418272,False,False,True,False
20,0,40.0,45.0,40.0,11.0920927481,12.1541514111,-13.245787834,312.539061329,17.9770490311,0.0206487575799,False,True,False,False
20,0,6.0,95.0,6.0,55.0951761155,20.223601771,24.2788195755,50.2066145176,31.5983409148,0.219929737453,True,False,False,False
20,0,70.0,32.0,70.0,10.9590544194,12.1146585653,-13.4806062597,311.945182402,18.1243399131,0.0205741922713,False,False,True,False
20,0,6.0,341.0,6.0,58.7442290941,21.7419481773,26.8573209095,51.0086097387,34.5547101997,0.25495035472,True,False,False,False
20,0,40.0,210.0,40.0,10.9433787697,11.998689109,-12.9972138049,312.712391209,17.6888695802,0.0202276740195,False,True,False,False
20,0,80.0,10.0,80.0,11.0090645614,12.14689605,-13.4391915596,312.10857659,18.1151581121,0.0205656818094,False,False,True,False
20,0,80.0,50.0,80.0,10.8719129612,11.9340510412,-13.3566289059,311.780556779,17.9114798379,0.0202338484363,False,False,True,False
20,0,70.0,265.0,70.0,10.9965406149,12.1532335747,-13.5475658578,311.894605824,18.1999348074,0.0205341083326,False,False,True,False
20,0,70.0,53.0,70.0,11.0581937101,12.2632515438,-13.5998272137,312.041648437,18.3123630007,0.0208411895767,False,False,True,False
20,0,70.0,296.0,70.0,11.6030546378,12.3910287698,-13.8519011564,311.813788585,18.5852834151,0.0220285289302,False,False,True,False
20,0,60.0,34.0,60.0,11.0931680537,12.182712908,-13.3657815658,312.348710605,18.084872426,0.0207273532486,False,False,True,False
20,0,2.0,206.0,2.0,79.8103086396,23.1825348933,30.5642624272,52.8202280768,38.3614919131,0.535528537076,True,False,False,False
20,0,80.0,280.0,80.0,11.058704997,12.269176656,-13.5680237238,312.122139358,18.2927298013,0.0207832529133,False,False,True,False
20,0,60.0,11.0,60.0,10.9656655072,12.1028793107,-13.4148221873,312.056840587,18.0675715559,0.0205220754922,False,False,True,False
20,0,50.0,334.0,50.0,11.2641657773,12.2337225705,-13.5067967456,312.168573432,18.2235431861,0.0212190969053,False,False,True,False
20,0,80.0,260.0,80.0,11.274807483,12.1504334835,-13.7094356701,311.550010944,18.318888073,0.021202942744,False,False,True,False
20,0,60.0,225.0,60.0,10.9764422337,12.1539852508,-13.4102037871,312.186761135,18.098423221,0.0205390364256,False,False,True,False
20,0,60.0,169.0,60.0,11.0760527632,12.2419536265,-13.3614576551,312.49634825,18.1216439448,0.0207076449579,False,False,True,False
20,0,6.0,303.0,6.0,55.2759794187,20.2801239225,24.3636553644,50.2262569829,31.6997023492,0.220929005753,True,False,False,False
20,0,70.0,42.0,70.0,11.0087714069,12.3005646228,-13.6241600736,312.077282636,18.3554250223,0.0207138512125,False,False,True,False
20,0,30.0,260.0,30.0,12.530234556,11.9487936543,-11.3911354226,316.368701037,16.5085322185,0.0224925311207,False,True,False,False
20,0,70.0,307.0,70.0,10.9321543998,12.0906131379,-13.3797133425,312.102627156,18.0332929655,0.0204443631411,False,False,True,False
20,0,70.0,106.0,70.0,11.0819387062,12.1234147439,-13.4778823614,311.971520953,18.1281686334,0.0208621783662,False,False,True,False
20,0,50.0,296.0,50.0,10.7616532837,11.8026335777,-13.0314595869,312.167234313,17.5818400156,0.0198932370265,False,False,True,False
20,0,30.0,240.0,30.0,12.3882128104,11.7384340451,-11.1567846218,316.455277224,16.1945878901,0.0220606329237,False,True,False,False
20,0,70.0,201.0,70.0,11.0739153813,12.3610778407,-13.6445708319,312.174494298,18.4111531027,0.020839203789,False,False,True,False
20,0,8.0,111.0,8.0,49.3156299089,19.2006232302,20.7523764273,47.2242195513,28.2723373602,0.172378564157,True,False,False,False
20,0,20.0,332.0,20.0,21.8232047595,12.9752658151,-1.47658573202,353.507668228,13.059013301,0.0408322906244,False,True,False,False
20,0,8.0,249.0,8.0,49.9797725371,19.7232950168,22.1144985567,48.271132864,29.6320673044,0.177631460692,True,False,False,False
20,0,50.0,116.0,50.0,11.0519012119,12.1383358401,-13.2588894302,312.473685467,17.9760214143,0.0206427524462,False,False,True,False
20,0,30.0,60.0,30.0,12.6357551213,11.9341789253,-11.2761028111,316.624059794,16.4187429856,0.0226048398887,False,True,False,False
20,0,70.0,127.0,70.0,11.0472007721,12.1782669847,-13.4804483439,312.094728246,18.166801433,0.0207296842912,False,False,True,False
20,0,30.0,40.0,30.0,12.5918512227,11.8965997251,-11.3531314005,316.339059433,16.4445333657,0.0226730463614,False,True,False,False
20,0,20.0,83.0,20.0,20.6526702854,12.4605984787,-2.43072908239,348.961749472,12.6954699921,0.0378250491513,False,True,False,False
20,0,2.0,0.0,2.0,76.8809521494,25.0635624343,32.6568054049,52.4943527619,41.1661159348,0.485412770865,True,False,False,False
20,0,60.0,326.0,60.0,10.8924341252,12.1640408004,-13.3791741503,312.276397503,18.0822064345,0.0203612147818,False,False,True,False
20,0,20.0,249.0,20.0,20.7145465767,12.3232316471,-1.95475478227,350.986635641,12.4773035743,0.0376497951536,False,True,False,False
20,0,80.0,100.0,80.0,11.0476822323,12.2099400376,-13.4522365296,312.228496118,18.167149016,0.0207450814968,False,False,True,False
20,0,80.0,190.0,80.0,11.3043204575,12.2637970131,-13.6080978234,312.025592472,18.3188712411,0.0212844833269,False,False,True,False
20,0,70.0,95.0,70.0,11.0566473364,12.1320753177,-13.5346817558,311.872079465,18.1762169262,0.0207537463961,False,False,True,False
20,0,4.0,28.0,4.0,68.4876059785,23.9174521736,31.3368149489,52.6477457632,39.4213202419,0.365517214733,True,False,False,False
20,0,30.0,160.0,30.0,12.4927781647,11.7931917356,-11.0918336838,316.755396009,16.1897543459,0.0222420652692,False,True,False,False
20,0,40.0,240.0,40.0,11.225983798,12.0182398526,-13.126762545,312.47573803,17.797471283,0.0208336014568,False,True,False,False
20,0,70.0,11.0,70.0,11.221697838,12.3227111001,-13.4832203748,312.425106931,18.2659913646,0.0211497713594,False,False,True,False
20,0,4.0,194.0,4.0,69.124304154,24.3740055707,32.3792289737,53.0287838059,40.5278498874,0.373970555402,True,False,False,False
20,0,40.0,30.0,40.0,10.9777006811,11.854100522,-12.8876071808,312.608040444,17.5102860637,0.0202900091722,False,True,False,False
20,0,40.0,90.0,40.0,11.2309803796,11.972126191,-13.1202853043,312.380131544,17.7615790965,0.0209556571993,False,True,False,False
20,0,2.0,154.0,2.0,77.5390608929,23.2616160295,29.7416439243,51.9702289104,37.7580211826,0.499544044747,True,False,False,False
20,0,50.0,309.0,50.0,10.5584304295,11.944502053,-13.1141477145,312.327583271,17.7384328387,0.0196177597875,False,False,True,False
20,0,60.0,338.0,60.0,11.2215046923,12.1960223486,-13.5519102065,311.985584752,18.2317643516,0.0210637721849,False,False,True,False
20,0,8.0,28.0,8.0,54.7335913307,21.2945263734,25.3846799031,50.0076157473,33.1336509798,0.217624321225,True,False,False,False
20,0,20.0,277.0,20.0,20.5256244159,12.3043231018,-2.6032510143,348.053980099,12.5766960222,0.0372531967771,False,True,False,False
20,0,6.0,284.0,6.0,54.7703350027,20.4047268068,24.4080088981,50.1048860303,31.81357846,0.216486611072,True,False,False,False
20,0,50.0,347.0,50.0,11.0394768694,12.1391142319,-13.2824076911,312.424946494,17.9939003112,0.0206166575384,False,False,True,False
20,0,40.0,135.0,40.0,11.215085146,12.265944873,-13.4234877158,312.42004855,18.1836032206,0.0209341050015,False,True,False,False
20,0,4.0,277.0,4.0,65.3324127325,20.944475866,25.3138385051,50.3959052037,32.8551592472,0.329335835804,True,False,False,False
20,0,6.0,19.0,6.0,61.0848741265,22.6989330542,29.2284873612,52.1669768717,37.0073781188,0.278289575576,True,False,False,False
20,0,20.0,166.0,20.0,22.2932627109,12.7184897081,-1.01756258524,355.425705381,12.7591306158,0.041981106439,False,True,False,False
20,0,80.0,300.0,80.0,11.3438793423,12.2138644212,-13.5791908804,311.96994012,18.2639784567,0.0214136695588,False,False,True,False
20,0,6.0,171.0,6.0,59.3587878648,22.5279197499,27.472621609,50.6477859319,35.52818749,0.262104925645,True,False,False,False
20,0,8.0,332.0,8.0,52.3063286484,20.6295726531,22.7229472624,47.7645091803,30.6905783611,0.197030714906,True,False,False,False
20,0,60.0,236.0,60.0,11.1498769232,12.0921806047,-13.4681739627,311.91856442,18.1000702116,0.0209668789647,False,False,True,False
20,0,80.0,340.0,80.0,11.0805100535,12.2035742516,-13.62553911,311.848888155,18.2915975396,0.0208727724832,False,False,True,False
20,0,70.0,64.0,70.0,10.6753217353,11.7754534859,-12.9432507485,312.295159945,17.4982583344,0.0196662990139,False,False,True,False
20,0,10.0,103.0,10.0,42.1455395484,17.1089420954,16.508383664,43.9765454899,23.7748318779,0.124336437445,True,False,False,False
20,0,6.0,322.0,6.0,57.1811922362,21.7449255583,25.8168766967,49.8933823849,33.7543020949,0.240175392064,True,False,False,False
20,0,20.0,305.0,20.0,20.5205561591,12.4657669465,-2.8139554339,347.279559176,12.7794245077,0.0376079405231,False,True,False,False
20,0,30.0,140.0,30.0,12.3523042879,11.7605439686,-11.3812938038,315.938883466,16.3659476684,0.0221093199822,False,True,False,False
20,0,20.0,55.0,20.0,21.3143566627,12.6996391857,-2.13615601292,350.451883468,12.8780432504,0.0396854584494,False,True,False,False
20,0,80.0,130.0,80.0,11.0689335743,12.3449495695,-13.6111921947,312.20710083,18.3755906799,0.0209624231972,False,False,True,False
20,0,40.0,165.0,40.0,10.9198157705,12.0143905304,-13.1111222417,312.500618782,17.7833378828,0.0202638146421,False,True,False,False
20,0,70.0,233.0,70.0,11.0301351337,12.1920173335,-13.5280875201,312.02635591,18.2113821171,0.0207381654409,False,False,True,False
20,0,8.0,291.0,8.0,49.2983396624,19.2603716669,20.5839207176,46.9025535624,28.1897092723,0.172459902526,True,False,False,False
20,0,2.0,257.0,2.0,81.8219820185,18.6786236249,22.6661205021,50.5088573245,29.370801813,0.575592081852,True,False,False,False
20,0,80.0,170.0,80.0,11.0570191948,12.1312658046,-13.3591134713,312.24224761,18.0453185829,0.0206909158178,False,False,True,False
20,0,6.0,133.0,6.0,55.6106585264,21.2246244847,24.8277629713,49.4737076645,32.6634734631,0.224763824467,True,False,False,False
20,0,80.0,140.0,80.0,11.0455036959,12.2987977461,-13.612098413,312.098431175,18.3452895645,0.0207981591936,False,False,True,False
20,0,70.0,21.0,70.0,10.980771018,12.1956778325,-13.3850189485,312.338024492,18.1078240008,0.0205348744965,False,False,True,False
20,0,8.0,222.0,8.0,53.9426721034,20.70619898,24.2439355669,49.5001067614,31.8828337507,0.210019971662,True,False,False,False
20,0,80.0,330.0,80.0,11.4099888224,12.4164699616,-13.7928942972,311.993787298,18.5583582087,0.0216927922449,False,False,True,False
20,0,20.0,222.0,20.0,21.7319203638,12.5105944482,-0.859183635434,356.071296108,12.5400625982,0.0401247396725,False,True,False,False
20,0,60.0,56.0,60.0,11.310520354,12.3774248856,-13.7309266156,312.032345185,18.486183828,0.0213435675872,False,False,True,False
20,0,10.0,154.0,10.0,46.1233056562,17.6266700646,19.8093416468,48.336799157,26.5162122869,0.148462165603,True,False,False,False
20,0,60.0,124.0,60.0,10.9518902224,12.2716232097,-13.5380486938,312.190871479,18.2721509034,0.0205068680574,False,False,True,False
20,0,40.0,15.0,40.0,11.2377675556,12.0999041068,-13.1088387404,312.708062646,17.8395440669,0.0209009144831,False,True,False,False
20,0,80.0,200.0,80.0,10.9456762355,12.2409308265,-13.4887505382,312.223485615,18.2150151957,0.0205711247113,False,False,True,False
20,0,50.0,180.0,50.0,10.8662322188,12.1343185754,-13.2538340608,312.475122076,17.9695799784,0.0202125954406,False,False,True,False
20,0,60.0,292.0,60.0,10.9008522264,12.1701777557,-13.522904656,311.98619085,18.1929155701,0.020472744148,False,False,True,False
20,0,6.0,227.0,6.0,58.7237160694,22.0971371256,27.2598952991,50.9714380633,35.0911008785,0.254496569018,True,False,False,False
20,0,40.0,180.0,40.0,11.1217902619,12.2308995924,-13.319247318,312.56087285,18.0830653916,0.0206948934178,False,True,False,False
20,0,50.0,141.0,50.0,11.1789724679,12.2172896628,-13.4020600933,312.352235062,18.1349767425,0.0209341360359,False,False,True,False
20,0,8.0,277.0,8.0,49.1090186992,19.2663448201,20.9779732428,47.4353752724,28.4827562588,0.171319792539,True,False,False,False
20,0,8.0,83.0,8.0,49.3777265876,19.3523727634,21.4637184706,47.9611721398,28.8999228747,0.172915629197,True,False,False,False
20,0,6.0,189.0,6.0,61.2192434515,22.8990654138,29.3419358089,52.0307719021,37.2198387133,0.280027315631,True,False,False,False
20,0,60.0,45.0,60.0,11.010919801,12.0745671571,-13.4153068972,311.989078788,18.048978674,0.0205859690708,False,False,True,False
20,0,60.0,158.0,60.0,11.0603379656,12.2744963185,-13.5629213725,312.145217072,18.2925147541,0.0207974612156,False,False,True,False
20,0,20.0,194.0,20.0,22.2395171384,12.3932650365,-0.569662281841,357.368224879,12.4063505263,0.0414486742791,False,True,False,False
20,0,50.0,231.0,50.0,11.3365445963,12.2216640787,-13.4027498375,312.360978943,18.1384336716,0.0212502760384,False,False,True,False
20,0,4.0,249.0,4.0,66.5963577244,21.2331759925,25.2685077033,49.9595993124,33.0052305594,0.344401819132,True,False,False,False
20,0,6.0,57.0,6.0,57.4895308381,21.5353098065,26.1900786819,50.5705726389,33.9070758076,0.242048109811,True,False,False,False
20,0,80.0,350.0,80.0,11.0578686917,12.1425853836,-13.6127744003,311.73293977,18.2414365298,0.0208448867904,False,False,True,False
20,0,8.0,208.0,8.0,54.6970322778,21.2842649911,25.4180944081,50.0583164124,33.1526689657,0.217258637113,True,False,False,False
